1	2	0.1
1	3	0.1
1	6	0.1
1	7	0.1
1	10	0.1
1	12	0.1
1	13	0.1
1	16	0.1
1	17	0.1
1	18	0.1
1	24	0.1
1	26	0.1
1	28	0.1
1	29	0.1
2	3	0.1
2	6	0.1
2	7	0.1
2	11	0.1
2	16	0.1
2	18	0.1
2	20	0.1
2	34	0.1
2	35	0.1
2	36	0.1
2	38	0.1
3	4	0.1
3	7	0.1
3	8	0.1
3	9	0.1
3	16	0.1
3	20	0.1
3	22	0.1
3	23	0.1
3	28	0.1
3	41	0.1
3	47	0.1
3	48	0.1
3	50	0.1
3	51	0.1
3	53	0.1
3	54	0.1
3	55	0.1
4	1	0.1
4	2	0.1
4	11	0.1
4	46	0.1
4	58	0.1
4	61	0.1
4	62	0.1
4	64	0.1
4	65	0.1
4	66	0.1
4	68	0.1
4	69	0.1
4	70	0.1
4	72	0.1
5	1	0.1
5	13	0.1
5	74	0.1
5	75	0.1
5	76	0.1
5	77	0.1
5	78	0.1
5	79	0.1
6	3	0.1
6	5	0.1
6	7	0.1
6	8	0.1
6	16	0.1
6	18	0.1
6	28	0.1
6	34	0.1
6	81	0.1
6	82	0.1
6	85	0.1
6	86	0.1
6	87	0.1
7	10	0.1
7	15	0.1
7	76	0.1
7	88	0.1
7	89	0.1
7	91	0.1
7	93	0.1
7	94	0.1
7	96	0.1
7	97	0.1
7	98	0.1
7	99	0.1
7	100	0.1
8	1	0.1
8	2	0.1
8	28	0.1
8	102	0.1
9	1	0.1
9	2	0.1
9	7	0.1
9	13	0.1
9	16	0.1
9	22	0.1
9	24	0.1
9	30	0.1
9	41	0.1
9	103	0.1
9	104	0.1
9	106	0.1
10	2	0.1
10	9	0.1
10	24	0.1
10	34	0.1
10	109	0.1
10	110	0.1
10	111	0.1
10	112	0.1
10	115	0.1
10	117	0.1
10	120	0.1
10	124	0.1
10	126	0.1
10	128	0.1
10	129	0.1
10	130	0.1
11	1	0.1
11	3	0.1
11	18	0.1
11	19	0.1
11	20	0.1
11	22	0.1
11	25	0.1
11	27	0.1
11	45	0.1
11	73	0.1
11	132	0.1
11	136	0.1
11	137	0.1
12	3	0.1
12	139	0.1
12	141	0.1
12	142	0.1
12	143	0.1
12	144	0.1
12	146	0.1
12	150	0.1
12	153	0.1
13	2	0.1
13	3	0.1
13	6	0.1
13	7	0.1
13	16	0.1
13	22	0.1
13	24	0.1
13	28	0.1
13	69	0.1
13	76	0.1
13	154	0.1
13	155	0.1
13	160	0.1
14	1	0.1
14	13	0.1
14	15	0.1
14	16	0.1
14	34	0.1
14	80	0.1
14	110	0.1
14	112	0.1
14	123	0.1
14	124	0.1
14	136	0.1
14	162	0.1
14	165	0.1
14	166	0.1
14	170	0.1
14	174	0.1
14	175	0.1
14	176	0.1
14	177	0.1
14	181	0.1
15	1	0.1
15	23	0.1
15	33	0.1
15	34	0.1
15	93	0.1
15	168	0.1
15	185	0.1
15	186	0.1
15	187	0.1
16	7	0.1
16	10	0.1
16	33	0.1
16	56	0.1
16	108	0.1
16	123	0.1
16	192	0.1
16	193	0.1
16	194	0.1
16	196	0.1
16	198	0.1
16	199	0.1
16	201	0.1
16	203	0.1
16	204	0.1
16	207	0.1
16	209	0.1
16	211	0.1
16	214	0.1
16	216	0.1
16	220	0.1
16	221	0.1
16	222	0.1
17	34	0.1
17	115	0.1
17	223	0.1
17	225	0.1
18	3	0.1
18	13	0.1
18	19	0.1
18	23	0.1
18	27	0.1
18	39	0.1
19	1	0.1
19	2	0.1
19	3	0.1
19	7	0.1
19	20	0.1
19	70	0.1
19	86	0.1
19	120	0.1
19	137	0.1
19	186	0.1
19	230	0.1
19	231	0.1
19	232	0.1
19	236	0.1
19	237	0.1
19	239	0.1
20	1	0.1
20	22	0.1
20	41	0.1
20	43	0.1
20	241	0.1
20	242	0.1
20	243	0.1
21	1	0.1
21	3	0.1
21	9	0.1
21	18	0.1
21	39	0.1
21	41	0.1
21	47	0.1
21	50	0.1
21	55	0.1
21	59	0.1
21	91	0.1
21	206	0.1
21	210	0.1
21	214	0.1
21	223	0.1
21	252	0.1
21	253	0.1
21	259	0.1
21	261	0.1
22	1	0.1
22	2	0.1
22	4	0.1
22	6	0.1
22	7	0.1
22	8	0.1
22	18	0.1
22	27	0.1
23	1	0.1
23	21	0.1
23	38	0.1
23	46	0.1
23	50	0.1
23	143	0.1
23	240	0.1
23	255	0.1
23	262	0.1
23	263	0.1
23	264	0.1
23	265	0.1
23	266	0.1
23	268	0.1
23	269	0.1
23	271	0.1
23	275	0.1
23	277	0.1
23	278	0.1
23	282	0.1
23	283	0.1
24	2	0.1
24	14	0.1
24	16	0.1
24	17	0.1
24	30	0.1
24	33	0.1
24	108	0.1
24	109	0.1
24	112	0.1
24	119	0.1
24	167	0.1
24	174	0.1
24	176	0.1
24	285	0.1
24	287	0.1
24	289	0.1
24	294	0.1
24	295	0.1
24	296	0.1
24	297	0.1
25	1	0.1
25	18	0.1
25	21	0.1
25	23	0.1
25	26	0.1
25	39	0.1
25	60	0.1
25	301	0.1
25	302	0.1
25	303	0.1
26	18	0.1
27	1	0.1
27	3	0.1
27	6	0.1
27	19	0.1
27	38	0.1
27	70	0.1
27	86	0.1
27	95	0.1
27	235	0.1
27	238	0.1
27	275	0.1
27	305	0.1
27	307	0.1
28	7	0.1
28	34	0.1
29	147	0.1
29	310	0.1
29	312	0.1
29	314	0.1
30	1	0.1
30	10	0.1
30	16	0.1
30	34	0.1
30	49	0.1
30	194	0.1
30	200	0.1
30	201	0.1
30	211	0.1
30	321	0.1
30	324	0.1
30	327	0.1
31	1	0.1
31	45	0.1
31	104	0.1
31	157	0.1
31	241	0.1
31	251	0.1
31	330	0.1
31	334	0.1
31	335	0.1
31	338	0.1
31	340	0.1
32	2	0.1
32	22	0.1
33	2	0.1
33	14	0.1
33	120	0.1
34	3	0.1
34	16	0.1
34	24	0.1
34	33	0.1
34	108	0.1
34	308	0.1
34	343	0.1
37	2	0.1
38	18	0.1
38	19	0.1
38	22	0.1
38	51	0.1
38	231	0.1
38	237	0.1
38	241	0.1
38	254	0.1
38	270	0.1
38	275	0.1
38	330	0.1
38	345	0.1
38	346	0.1
38	347	0.1
38	348	0.1
38	350	0.1
38	351	0.1
39	3	0.1
39	23	0.1
39	52	0.1
39	227	0.1
39	240	0.1
39	246	0.1
39	313	0.1
39	314	0.1
39	332	0.1
39	355	0.1
39	358	0.1
40	3	0.1
40	21	0.1
40	42	0.1
40	46	0.1
40	47	0.1
40	49	0.1
40	55	0.1
40	56	0.1
40	58	0.1
40	203	0.1
40	268	0.1
40	293	0.1
40	336	0.1
40	354	0.1
40	355	0.1
40	361	0.1
40	364	0.1
40	365	0.1
40	367	0.1
41	19	0.1
41	39	0.1
41	50	0.1
41	103	0.1
41	106	0.1
41	135	0.1
41	235	0.1
41	246	0.1
41	260	0.1
41	262	0.1
41	355	0.1
41	358	0.1
41	368	0.1
41	369	0.1
41	372	0.1
41	373	0.1
41	375	0.1
41	379	0.1
42	3	0.1
42	23	0.1
42	39	0.1
42	84	0.1
42	104	0.1
42	134	0.1
42	157	0.1
42	271	0.1
42	303	0.1
42	332	0.1
42	333	0.1
42	335	0.1
42	337	0.1
42	354	0.1
42	355	0.1
42	356	0.1
42	378	0.1
42	381	0.1
42	383	0.1
42	384	0.1
42	385	0.1
42	387	0.1
42	388	0.1
42	389	0.1
42	392	0.1
42	394	0.1
42	395	0.1
42	399	0.1
42	400	0.1
42	401	0.1
42	402	0.1
42	403	0.1
42	404	0.1
43	3	0.1
43	23	0.1
43	39	0.1
43	230	0.1
43	240	0.1
44	3	0.1
44	23	0.1
44	42	0.1
44	52	0.1
44	341	0.1
44	383	0.1
44	407	0.1
44	408	0.1
44	412	0.1
44	414	0.1
45	3	0.1
45	13	0.1
45	23	0.1
45	39	0.1
45	42	0.1
45	50	0.1
45	133	0.1
45	191	0.1
45	251	0.1
45	333	0.1
45	355	0.1
45	362	0.1
45	399	0.1
45	415	0.1
45	420	0.1
45	421	0.1
45	424	0.1
45	425	0.1
46	3	0.1
46	21	0.1
46	39	0.1
46	41	0.1
46	43	0.1
46	48	0.1
46	57	0.1
46	58	0.1
46	62	0.1
46	64	0.1
46	66	0.1
46	68	0.1
46	81	0.1
46	246	0.1
46	282	0.1
46	430	0.1
46	431	0.1
46	432	0.1
47	41	0.1
47	337	0.1
48	41	0.1
49	3	0.1
49	54	0.1
49	128	0.1
49	202	0.1
49	241	0.1
49	274	0.1
49	317	0.1
49	321	0.1
49	327	0.1
49	328	0.1
49	344	0.1
49	361	0.1
49	390	0.1
49	438	0.1
49	439	0.1
49	441	0.1
50	20	0.1
50	39	0.1
50	42	0.1
50	52	0.1
50	191	0.1
50	241	0.1
50	314	0.1
50	338	0.1
50	367	0.1
50	404	0.1
50	443	0.1
51	41	0.1
51	54	0.1
51	56	0.1
51	105	0.1
51	257	0.1
51	269	0.1
51	278	0.1
51	340	0.1
51	353	0.1
51	366	0.1
51	446	0.1
51	450	0.1
52	3	0.1
52	46	0.1
52	81	0.1
52	128	0.1
52	133	0.1
52	157	0.1
52	182	0.1
52	241	0.1
52	254	0.1
52	269	0.1
52	287	0.1
52	316	0.1
52	333	0.1
52	362	0.1
52	365	0.1
52	367	0.1
52	402	0.1
52	413	0.1
52	452	0.1
52	453	0.1
52	454	0.1
52	456	0.1
52	457	0.1
52	458	0.1
52	459	0.1
52	461	0.1
53	72	0.1
54	21	0.1
54	23	0.1
54	31	0.1
54	40	0.1
54	41	0.1
54	45	0.1
54	76	0.1
54	185	0.1
54	189	0.1
54	191	0.1
54	316	0.1
54	329	0.1
54	333	0.1
54	378	0.1
54	462	0.1
54	464	0.1
54	465	0.1
54	466	0.1
55	34	0.1
55	49	0.1
55	56	0.1
55	128	0.1
55	201	0.1
55	324	0.1
55	360	0.1
55	469	0.1
56	3	0.1
56	49	0.1
56	194	0.1
56	196	0.1
56	201	0.1
56	202	0.1
56	210	0.1
56	289	0.1
56	293	0.1
56	332	0.1
56	360	0.1
56	364	0.1
56	390	0.1
56	392	0.1
56	470	0.1
56	471	0.1
56	473	0.1
57	4	0.1
57	58	0.1
57	65	0.1
57	69	0.1
57	72	0.1
57	282	0.1
57	373	0.1
57	476	0.1
57	477	0.1
57	480	0.1
57	484	0.1
58	24	0.1
58	66	0.1
58	67	0.1
58	72	0.1
58	112	0.1
58	206	0.1
58	255	0.1
58	282	0.1
58	286	0.1
58	351	0.1
58	373	0.1
58	426	0.1
58	439	0.1
58	491	0.1
58	492	0.1
58	493	0.1
58	495	0.1
59	4	0.1
59	46	0.1
59	57	0.1
59	58	0.1
59	62	0.1
59	69	0.1
59	71	0.1
59	72	0.1
59	426	0.1
59	496	0.1
59	497	0.1
59	499	0.1
60	4	0.1
61	64	0.1
61	132	0.1
61	485	0.1
61	500	0.1
61	501	0.1
62	25	0.1
62	41	0.1
62	57	0.1
62	58	0.1
62	63	0.1
62	64	0.1
62	71	0.1
62	72	0.1
62	140	0.1
62	145	0.1
62	150	0.1
62	267	0.1
62	371	0.1
62	373	0.1
62	476	0.1
63	4	0.1
63	71	0.1
63	427	0.1
63	476	0.1
63	506	0.1
64	57	0.1
64	58	0.1
64	59	0.1
64	68	0.1
64	72	0.1
64	90	0.1
64	282	0.1
64	483	0.1
65	64	0.1
65	68	0.1
65	430	0.1
65	477	0.1
65	485	0.1
65	510	0.1
65	512	0.1
65	513	0.1
65	514	0.1
66	57	0.1
66	59	0.1
66	62	0.1
66	69	0.1
66	72	0.1
66	368	0.1
66	426	0.1
66	515	0.1
67	4	0.1
67	62	0.1
67	238	0.1
67	485	0.1
67	518	0.1
67	519	0.1
68	61	0.1
68	69	0.1
68	90	0.1
68	470	0.1
68	485	0.1
68	520	0.1
69	46	0.1
69	58	0.1
69	64	0.1
69	362	0.1
69	432	0.1
69	444	0.1
69	466	0.1
69	506	0.1
69	509	0.1
69	521	0.1
69	522	0.1
69	526	0.1
69	528	0.1
69	529	0.1
70	10	0.1
70	24	0.1
70	34	0.1
70	82	0.1
70	117	0.1
70	169	0.1
70	170	0.1
70	280	0.1
70	355	0.1
70	444	0.1
70	492	0.1
70	495	0.1
70	532	0.1
71	4	0.1
71	46	0.1
71	66	0.1
71	134	0.1
71	427	0.1
71	508	0.1
71	511	0.1
72	46	0.1
72	69	0.1
72	140	0.1
72	268	0.1
72	285	0.1
72	339	0.1
72	353	0.1
72	356	0.1
72	455	0.1
72	500	0.1
72	507	0.1
72	536	0.1
72	537	0.1
72	538	0.1
72	539	0.1
72	540	0.1
72	541	0.1
73	5	0.1
73	45	0.1
73	133	0.1
73	260	0.1
73	270	0.1
73	413	0.1
73	422	0.1
73	543	0.1
73	546	0.1
