0	0.45
1	0.24
2	0.72
3	0.17
4	0.85
5	0.33
6	1.21
7	0.94
8	1.11
9	1.37
10	0.69
11	0.59
12	0.8
13	1.17
14	1.03
15	1.05
16	1.07
17	0.91
18	1.16
19	0.6
20	0.19
21	0.09
22	0.37
23	1.35
24	0.33
25	0.29
26	0.04
27	0.62
28	1.07
29	0.69
30	0.4
31	0.46
32	0.88
33	1.1
34	1.39
35	0.98
36	1.28
37	0.88
38	0.02
39	0.84
40	0.87
41	0.83
42	1.25
43	0.16
44	1.29
45	1.39
46	1.38
47	0.41
48	0.21
49	0.15
50	1.0
51	0.29
52	0.44
53	0.74
54	0.27
55	1.33
56	0.85
57	0.82
58	1.13
59	0.64
60	1.04
61	1.0
62	0.98
63	1.33
64	1.17
65	1.44
66	0.14
67	1.12
68	0.12
69	0.87
70	0.97
71	0.57
72	0.18
73	0.79
74	0.5
75	0.54
76	1.38
77	0.29
78	0.71
79	0.42
80	0.52
81	0.03
82	1.31
83	0.03
84	1.14
85	0.95
86	0.75
87	0.58
88	1.24
89	1.31
90	1.14
91	0.32
92	0.57
93	0.69
94	1.21
95	0.68
96	0.88
97	0.07
98	0.42
99	1.12
100	1.14
101	0.03
102	0.49
103	0.78
104	1.16
105	0.91
106	1.22
107	0.36
108	0.97
109	0.81
110	1.39
111	1.08
112	0.26
113	0.68
114	0.12
115	0.39
116	0.56
117	1.42
118	0.17
119	0.25
120	1.13
121	0.28
122	0.41
123	0.78
124	0.3
125	1.4
126	0.6
127	0.56
128	0.91
129	0.93
130	0.24
131	1.02
132	1.12
133	0.24
134	1.34
135	1.39
136	0.94
137	0.49
138	0.84
139	0.81
140	1.43
141	1.33
142	0.15
143	0.74
144	1.34
145	0.36
146	0.86
147	0.02
148	1.17
149	0.23
150	0.06
151	1.43
152	1.4
153	1.02
154	1.44
155	0.75
156	1.34
157	0.78
158	0.18
159	0.37
160	1.43
161	1.41
162	0.07
163	1.31
164	0.87
165	0.86
166	1.3
167	0.93
168	1.38
169	0.48
170	1.0
171	1.1
172	1.27
173	0.56
174	1.36
175	1.13
176	0.24
177	0.6
178	0.19
179	0.23
180	1.37
181	0.45
182	0.45
183	1.4
184	0.32
185	0.87
186	0.23
187	1.22
188	0.13
189	0.24
190	0.86
191	0.04
192	0.88
193	0.87
194	1.35
195	0.07
196	1.11
197	0.48
198	0.71
199	0.15
200	0.06
201	0.3
202	0.1
203	0.91
204	1.09
205	1.41
206	1.08
207	0.33
208	0.48
209	0.55
210	0.74
211	0.29
212	1.22
213	0.35
214	0.67
215	0.2
216	0.91
217	0.81
218	0.54
219	0.34
220	1.02
221	0.06
222	0.81
223	0.38
224	0.74
225	0.06
226	1.43
227	1.33
228	1.22
229	0.9
230	0.62
231	0.99
232	0.88
233	0.08
234	0.76
235	1.28
236	0.4
237	0.8
238	0.29
239	0.52
240	0.12
241	0.3
242	1.4
243	1.38
244	1.13
245	0.65
246	0.87
247	0.42
248	0.85
249	0.61
250	0.57
251	0.88
252	0.43
253	0.6
254	0.36
255	0.21
256	0.55
257	0.12
258	1.21
259	0.35
260	0.18
261	1.14
262	0.55
263	0.33
264	1.29
265	1.1
266	0.35
267	0.63
268	0.66
269	0.19
270	0.06
271	0.21
272	1.18
273	1.38
274	0.86
275	0.96
276	0.98
277	0.84
278	0.54
279	1.37
280	0.02
281	0.52
282	0.8
283	0.75
284	0.61
285	0.79
286	0.11
287	1.35
288	0.94
289	0.96
290	1.16
291	0.66
292	0.56
293	0.98
294	0.78
295	0.07
296	0.7
297	0.84
298	1.14
299	0.98
300	1.36
301	0.19
302	0.35
303	1.09
304	1.29
305	0.63
306	0.85
307	0.3
308	1.22
309	1.4
310	0.26
311	0.9
312	0.81
313	0.55
314	0.42
315	1.04
316	1.2
317	0.94
318	0.02
319	0.93
320	0.92
321	1.24
322	0.5
323	1.13
324	1.22
325	1.21
326	0.81
327	1.09
328	0.45
329	0.25
330	0.41
331	1.26
332	0.87
333	1.11
334	0.78
335	1.22
336	0.45
337	0.17
338	1.44
339	0.77
340	1.16
341	0.18
342	0.14
343	1.35
344	0.21
345	0.4
346	0.85
347	1.1
348	0.37
349	1.19
350	0.44
351	0.66
352	0.64
353	1.1
354	1.27
355	0.86
356	0.86
357	1.37
358	0.4
359	1.08
360	1.12
361	0.87
362	0.68
363	0.55
364	1.17
365	0.97
366	1.0
367	0.84
368	1.04
369	0.2
370	1.32
371	0.64
372	0.05
373	0.29
374	0.7
375	0.46
376	0.47
377	0.91
378	0.39
379	0.98
380	1.23
381	0.12
382	1.28
383	1.06
384	1.17
385	0.64
386	1.31
387	1.03
388	0.94
389	0.71
390	1.35
391	1.26
392	0.86
393	0.37
394	0.64
395	1.34
396	1.23
397	0.25
398	1.11
399	1.18
400	0.89
401	0.47
402	1.14
403	0.33
404	1.35
405	1.23
406	1.03
407	0.6
408	0.82
409	0.61
410	0.91
411	1.39
412	0.69
413	0.54
414	1.13
415	0.19
416	1.28
417	0.67
418	0.06
419	1.29
420	0.9
421	0.96
422	1.27
423	1.04
424	0.16
425	0.27
426	1.22
427	1.44
428	1.37
429	1.28
430	1.26
431	0.2
432	0.59
433	1.05
434	0.47
435	0.51
436	1.33
437	0.08
438	0.62
439	1.0
440	0.86
441	1.43
442	1.33
443	0.54
444	0.1
445	0.11
446	0.6
447	0.09
448	1.24
449	0.7
450	0.71
451	1.12
452	0.92
453	0.74
454	1.26
455	0.45
456	0.2
457	0.9
458	0.12
459	1.32
460	0.56
461	1.26
462	1.02
463	1.28
464	0.81
465	0.03
466	0.86
467	0.81
468	1.01
469	0.17
470	1.29
471	0.81
472	0.55
473	0.54
474	0.34
475	0.3
476	0.1
477	0.91
478	1.3
479	0.44
480	0.98
481	1.24
482	0.62
483	1.44
484	1.41
485	0.77
486	1.36
487	0.93
488	0.16
489	1.21
490	0.6
491	1.02
492	0.4
493	0.05
494	1.05
495	1.0
496	0.78
497	1.32
498	0.52
499	0.24
500	0.23
501	0.58
502	1.16
503	1.36
504	0.98
505	1.26
506	1.4
507	0.76
508	0.23
509	0.75
510	0.85
511	0.15
512	0.91
513	0.11
514	1.21
515	0.31
516	0.76
517	0.31
518	0.29
519	0.92
520	0.67
521	0.06
522	0.84
523	1.43
524	1.12
525	0.67
526	1.06
527	1.07
528	0.01
529	0.55
530	0.01
531	0.74
532	1.05
533	0.27
534	1.25
535	1.2
536	0.76
537	0.94
538	1.43
539	1.19
540	0.32
541	0.67
542	0.19
543	1.07
544	0.74
545	0.21
546	1.17
547	1.42
548	0.21
549	1.13
550	1.0
551	0.01
552	0.18
553	0.39
554	0.31
555	0.54
556	1.03
557	0.26
558	0.58
559	0.59
560	0.26
561	0.24
562	0.24
563	1.28
564	1.01
565	0.34
566	0.09
567	1.01
568	1.3
569	0.88
570	0.03
571	0.99
572	1.11
573	1.07
574	0.79
575	0.72
576	0.18
577	1.29
578	1.02
579	0.9
580	1.03
581	1.11
582	0.45
583	0.42
584	1.35
585	0.94
586	0.15
587	0.15
588	1.21
589	0.28
590	1.21
591	0.93
592	0.07
593	0.37
594	0.99
595	0.35
596	0.79
597	1.31
598	0.53
599	1.39
600	0.06
601	1.16
602	0.33
603	0.07
604	1.41
605	0.03
606	0.38
607	0.14
608	1.1
609	0.13
610	0.94
611	0.82
612	0.22
613	0.03
614	0.04
615	1.07
616	0.65
617	1.09
618	0.67
619	1.37
620	0.07
621	0.32
622	0.66
623	0.75
624	0.49
625	0.94
626	0.69
627	0.99
628	1.19
629	1.32
630	0.38
631	1.1
632	0.86
633	1.18
634	0.57
635	0.09
636	0.34
637	0.11
638	1.32
639	0.22
640	1.23
641	0.62
642	0.28
643	0.96
644	0.56
645	0.2
646	0.48
647	1.17
648	0.97
649	1.18
650	1.18
651	0.15
652	1.11
653	1.33
654	0.56
655	1.36
656	1.34
657	0.31
658	0.06
659	1.4
660	1.3
661	0.89
662	0.92
663	0.52
664	1.12
665	0.34
666	1.13
667	1.2
668	0.06
669	1.15
670	0.11
671	0.8
672	1.11
673	1.19
674	0.28
675	1.13
676	0.05
677	0.57
678	0.41
679	0.43
680	1.44
681	0.76
682	0.25
683	0.79
684	0.81
685	0.29
686	0.42
687	0.28
688	0.88
689	1.24
690	0.97
691	0.45
692	1.43
693	0.45
694	0.22
695	0.01
696	1.12
697	0.97
698	0.64
699	0.14
700	0.16
701	0.57
702	0.99
703	0.1
704	0.49
705	1.25
706	0.15
707	0.44
708	0.53
709	1.33
710	0.64
711	0.87
712	0.02
713	0.23
714	1.19
715	0.52
716	1.37
717	0.71
718	0.37
719	0.03
720	0.53
721	1.05
722	0.11
723	0.88
724	1.41
725	0.02
726	1.39
727	0.88
728	1.14
729	0.03
730	0.89
731	0.71
732	0.85
733	0.57
734	0.46
735	0.3
736	0.69
737	0.63
738	0.39
739	1.32
740	0.37
741	0.17
742	1.38
743	1.29
744	0.26
745	0.76
746	0.23
747	1.06
748	1.08
749	0.45
750	0.93
751	0.4
752	0.85
753	1.27
754	0.78
755	0.6
756	0.74
757	1.23
758	0.4
759	0.5
760	0.18
761	0.2
762	0.6
763	1.1
764	0.57
765	0.25
766	0.99
767	1.18
768	1.22
769	0.41
770	1.28
771	0.17
772	0.36
773	1.24
774	0.48
775	1.39
776	0.79
777	0.6
778	1.34
779	0.1
780	0.46
781	0.22
782	1.02
783	0.48
784	0.79
785	0.38
786	0.68
787	0.43
788	0.39
789	1.04
790	1.41
791	0.82
792	0.81
793	1.4
794	0.35
795	1.35
796	0.64
797	0.92
798	0.84
799	0.74
800	0.51
801	0.91
802	0.33
803	1.27
804	0.76
805	0.13
806	0.31
807	0.31
808	0.09
809	1.34
810	0.14
811	0.08
812	0.97
813	1.3
814	0.74
815	0.9
816	1.18
817	0.31
818	1.28
819	0.7
820	0.21
821	1.01
822	0.12
823	0.94
824	0.72
825	0.37
826	0.14
827	0.29
828	0.49
829	0.24
830	0.62
831	1.15
832	1.16
833	1.41
834	1.06
835	0.17
836	0.82
837	0.77
838	0.52
839	1.02
840	1.41
841	0.06
842	1.23
843	0.99
844	0.72
845	1.35
846	0.42
847	0.22
848	0.54
849	0.79
850	0.62
851	0.99
852	1.16
853	0.19
854	0.1
855	0.19
856	0.12
857	1.41
858	0.58
859	1.08
860	0.93
861	0.31
862	0.76
863	0.39
864	1.02
865	1.06
866	0.81
867	0.69
868	0.71
869	1.18
870	1.09
871	0.25
872	0.7
873	1.37
874	0.58
875	0.62
876	1.18
877	1.03
878	1.3
879	0.55
880	1.15
881	0.8
882	0.11
883	0.42
884	0.32
885	0.67
886	0.5
887	1.29
888	0.56
889	1.11
890	1.16
891	0.13
892	0.18
893	1.07
894	1.35
895	0.32
896	0.27
897	0.78
898	0.25
899	0.49
900	0.73
901	0.57
902	1.25
903	1.14
904	1.05
905	1.03
906	0.91
907	1.16
908	0.98
909	1.32
910	0.44
911	1.07
912	1.14
913	0.01
914	1.1
915	0.81
916	0.49
917	0.01
918	0.43
919	0.27
920	1.4
921	1.01
922	0.97
923	1.18
924	0.0
925	0.45
926	0.86
927	0.59
928	0.96
929	0.3
930	0.81
931	0.9
932	0.31
933	1.15
934	0.56
935	0.66
936	0.88
937	0.88
938	0.51
939	0.26
940	0.8
941	1.1
942	0.75
943	1.13
944	0.98
945	1.4
946	0.54
947	1.16
948	0.32
949	0.35
950	1.41
951	0.84
952	0.22
953	1.13
954	0.2
955	0.78
956	0.06
957	0.8
958	0.16
959	1.44
960	0.8
961	1.36
962	1.42
963	0.86
964	0.87
965	1.16
966	0.75
967	0.43
968	0.12
969	0.12
970	0.92
971	0.64
972	1.02
973	1.0
974	0.33
975	0.26
976	1.09
977	0.92
978	1.19
979	0.79
980	0.47
981	0.27
982	0.09
983	0.32
984	0.9
985	1.43
986	0.37
987	0.47
988	0.06
989	0.53
990	1.25
991	0.45
992	0.67
993	1.09
994	1.4
995	0.08
996	1.01
997	0.68
998	0.94
999	1.12
1000	1.17
1001	0.69
1002	0.08
1003	0.32
1004	1.42
1005	1.27
1006	1.3
1007	1.2
1008	0.98
1009	0.89
1010	0.25
1011	0.47
1012	0.48
1013	0.53
1014	1.03
1015	0.68
1016	0.82
1017	0.09
1018	0.94
1019	0.93
1020	0.39
1021	1.43
1022	1.33
1023	0.51
1024	1.15
1025	0.7
1026	1.03
1027	1.0
1028	1.12
1029	0.18
1030	0.34
1031	0.07
1032	0.14
1033	0.82
1034	0.5
1035	1.35
1036	0.37
1037	1.08
1038	0.37
1039	0.06
1040	0.88
1041	1.39
1042	1.34
1043	0.51
1044	0.92
1045	0.28
1046	1.42
1047	0.32
1048	0.52
1049	0.77
1050	1.26
1051	0.57
1052	0.86
1053	1.26
1054	0.4
1055	0.63
1056	0.56
1057	0.71
1058	0.92
1059	0.18
1060	0.72
1061	1.44
1062	0.65
1063	1.22
1064	1.21
1065	0.83
1066	1.22
1067	0.17
1068	1.24
1069	0.49
1070	1.23
1071	0.61
1072	1.1
1073	1.27
1074	1.42
1075	0.29
1076	0.19
1077	0.11
1078	0.23
1079	0.65
1080	0.44
1081	0.58
1082	0.75
1083	1.2
1084	0.86
1085	1.25
1086	0.53
1087	1.28
1088	1.01
1089	1.04
1090	0.41
1091	0.85
1092	0.19
1093	0.93
1094	0.67
1095	0.0
1096	0.99
1097	0.16
1098	0.35
1099	0.74
1100	0.87
1101	0.02
1102	0.12
1103	0.98
1104	0.86
1105	0.15
1106	1.23
1107	1.41
1108	1.06
1109	0.21
1110	0.27
1111	0.26
1112	0.59
1113	1.18
1114	0.28
1115	1.11
1116	0.43
1117	0.96
1118	1.38
1119	0.23
1120	1.42
1121	1.12
1122	0.94
1123	0.96
1124	0.12
1125	1.17
1126	0.78
1127	0.72
1128	1.24
1129	0.79
1130	0.53
1131	0.52
1132	0.59
1133	0.18
1134	1.44
1135	0.56
1136	0.85
1137	1.28
1138	1.2
1139	0.19
1140	0.27
1141	1.16
1142	0.81
1143	0.25
1144	0.11
1145	0.01
1146	1.0
1147	0.43
1148	0.1
1149	0.33
1150	1.43
1151	1.33
1152	0.02
1153	0.8
1154	1.06
1155	0.95
1156	1.36
1157	1.43
1158	1.1
1159	1.18
1160	0.72
1161	0.19
1162	0.19
1163	1.16
1164	0.72
1165	1.05
1166	1.06
1167	1.03
1168	0.38
1169	0.55
1170	0.77
1171	1.37
1172	1.19
1173	1.37
1174	1.37
1175	0.76
1176	1.42
1177	0.52
1178	1.24
1179	1.09
1180	1.33
1181	1.27
1182	0.54
1183	0.7
1184	0.41
1185	0.16
1186	0.32
1187	1.26
1188	0.82
1189	0.5
1190	0.93
1191	0.47
1192	0.07
1193	0.11
1194	0.41
1195	1.24
1196	0.14
1197	0.35
1198	1.39
1199	0.67
1200	0.52
1201	1.28
1202	1.19
1203	0.95
1204	0.43
1205	0.32
1206	0.15
1207	0.26
1208	1.16
1209	0.29
1210	0.87
1211	0.95
1212	0.41
1213	0.46
1214	1.15
1215	0.71
1216	0.99
1217	1.22
1218	0.55
1219	0.91
1220	1.04
1221	0.52
1222	0.65
1223	1.39
1224	1.33
1225	0.23
1226	0.53
1227	0.22
1228	0.17
1229	0.91
1230	0.25
1231	0.44
1232	0.39
1233	1.16
1234	0.18
1235	1.26
1236	0.12
1237	0.49
1238	0.43
1239	1.42
1240	1.01
1241	0.14
1242	0.44
1243	1.2
1244	0.66
1245	0.47
1246	1.27
1247	0.28
1248	0.04
1249	0.28
1250	0.21
1251	1.02
1252	1.04
1253	1.23
1254	1.38
1255	0.43
1256	0.99
1257	0.14
1258	0.76
1259	0.93
1260	0.31
1261	1.34
1262	1.31
1263	0.1
1264	0.73
1265	1.21
1266	0.58
1267	1.26
1268	0.41
1269	0.11
1270	0.19
1271	0.81
1272	0.15
1273	0.41
1274	0.13
1275	1.22
1276	1.34
1277	0.4
1278	0.8
1279	1.38
1280	0.18
1281	1.06
1282	0.44
1283	1.07
1284	0.9
1285	1.1
1286	0.75
1287	0.3
